url, google maps link, basic info, walking, bicycling, transit,
https://chicago.craigslist.org/chc/apa/d/chicago-one-of-kind-2-bed-2-bath-with/7126458573.html, https://www.google.com/maps/search/41.943979,-87.647603, 2BR  /  2Ba available may 18 cats are OK - purrr dogs are OK - wooof apartment w/d in unit off-street parking, 1 hour 49 mins, 32 mins, 41 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-free-heat-big-vintage-1-bed-lr/7126458472.html, https://www.google.com/maps/search/41.965231,-87.677756, 1BR  /  1Ba available jun 1 cats are OK - purrr apartment laundry in bldg, 2 hours 27 mins, 45 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/saint-charles-waived-150-admin-fee-call/7126457640.html, https://www.google.com/maps/search/41.919400,-88.307000, 2BR  /  1Ba 750 ft 2 cats are OK - purrr dogs are OK - wooof apartment w/d in unit off-street parking, 12 hours 10 mins, 3 hours 40 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-chill-af-landlord-420friendly/7126457612.html, https://www.google.com/maps/search/41.899156,-87.689513, 2BR  /  1Ba 900 ft 2 available aug 1 application fee details:  $49 credit check fee cats are OK - purrr dogs are OK - wooof apartment laundry in bldg street parking, 1 hour 19 mins, 26 mins, 30 mins,
https://chicago.craigslist.org/nch/apa/d/evanston-modern-1-br-ac-pkg-avail/7126456478.html, https://www.google.com/maps/search/42.039142,-87.684717, 1BR  /  1Ba 700 ft 2 available may 25 cats are OK - purrr apartment laundry in bldg off-street parking, 4 hours 10 mins, 1 hour 19 mins, 1 hour 3 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-modern-rehab-3-bed-25-bath-free/7126456452.html, https://www.google.com/maps/search/41.953032,-87.648155, 3BR  /  2.5Ba available jun 1 cats are OK - purrr apartment laundry in bldg, 2 hours 1 min, 35 mins, 47 mins,
https://chicago.craigslist.org/sox/apa/d/chicago-1br-1ba-with-den-michigan-place/7126455903.html, https://www.google.com/maps/search/41.860133,-87.623951, 1BR  /  1Ba 950 ft 2 available jul 1 cats are OK - purrr dogs are OK - wooof condo w/d in unit no smoking attached garage, 43 mins, 15 mins, 23 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-1-br-1ba-lake-shore-drive-condo/7126455829.html, https://www.google.com/maps/search/41.943960,-87.641085, 1BR  /  1Ba 700 ft 2 available jun 1 application fee details:  $30 application fee for credit check cats are OK - purrr apartment laundry in bldg no smoking no parking wheelchair accessible, 1 hour 55 mins, 34 mins, 47 mins,
https://chicago.craigslist.org/nch/apa/d/lake-villa-lakefront-living-2-bed-1/7126455348.html, https://www.google.com/maps/search/42.416369,-88.063784, 2BR  /  1Ba 950 ft 2 cats are OK - purrr dogs are OK - wooof furnished apartment w/d in unit, 16 hours 22 mins, 4 hours 46 mins, 2 hours 8 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-rehab-1-bed-wd/7126454959.html, https://www.google.com/maps/search/41.947232,-87.665355, 1BR  /  1Ba available may 19 cats are OK - purrr apartment w/d in unit, 1 hour 59 mins, 39 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/glendale-heights-still-doing-on-site/7126454361.html, https://www.google.com/maps/search/41.920500,-88.079300, 1BR  /  1Ba 810 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry on site off-street parking, 8 hours 18 mins, 2 hours 33 mins, 1 hour 44 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-huge-800-sq-ft-1-bed-1-bath/7126453743.html, https://www.google.com/maps/search/41.939900,-87.652800, 1BR  /  1Ba available may 18 cats are OK - purrr dogs are OK - wooof apartment w/d in unit carport, 1 hour 43 mins, 31 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nch/apa/d/lake-villa-lake-view-upgraded-2-bed-2/7126453461.html, https://www.google.com/maps/search/42.416369,-88.063784, 2BR  /  2Ba 1000 ft 2 cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 16 hours 22 mins, 4 hours 46 mins, 2 hours 8 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-rehab-wd-central-air/7126453212.html, https://www.google.com/maps/search/41.947232,-87.665355, 2BR  /  1Ba available jun 1 cats are OK - purrr apartment w/d in unit, 1 hour 59 mins, 39 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-updated-1-bed-with-rehab-kit/7126451657.html, https://www.google.com/maps/search/41.953032,-87.648155, 1BR  /  1Ba available may 19 cats are OK - purrr apartment laundry in bldg, 2 hours 1 min, 35 mins, 47 mins,
https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-one-bedroom-near/7126450599.html, https://www.google.com/maps/search/41.882964,-87.782893, 1BR  /  1Ba 600 ft 2 available may 18 application fee details:  $50 for credit check and processing cats are OK - purrr dogs are OK - wooof apartment laundry in bldg, 2 hours 34 mins, 46 mins, 48 mins,
https://chicago.craigslist.org/wcl/apa/d/one-bedroom-apartment/7126449803.html, https://www.google.com/maps/search/41.876618,-88.072348, 1BR  /  1Ba available may 18 apartment laundry in bldg off-street parking, 7 hours 37 mins, 2 hours 20 mins, 1 hour 16 mins,
https://chicago.craigslist.org/nwc/apa/d/algonquin-live-along-the-fox-river/7126448194.html, https://www.google.com/maps/search/42.167224,-88.291882, 2BR  /  2Ba 1135 ft 2 available may 18 cats are OK - purrr dogs are OK - wooof apartment w/d in unit attached garage wheelchair accessible, 13 hours 52 mins, 4 hours 41 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-4br-2ba-apartment/7126447801.html, https://www.google.com/maps/search/41.916448,-87.638798, 4BR  /  2Ba available may 18 cats are OK - purrr dogs are OK - wooof furnished apartment laundry in bldg no smoking street parking, 1 hour 16 mins, 23 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nwc/apa/d/algonquin-in-person-tours-now-available/7126447636.html, https://www.google.com/maps/search/42.167224,-88.291882, 2BR  /  2Ba 1135 ft 2 available may 18 cats are OK - purrr dogs are OK - wooof apartment w/d in unit no smoking carport wheelchair accessible, 13 hours 52 mins, 4 hours 41 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-huge-renovated-1bed-1bath/7126446708.html, https://www.google.com/maps/search/41.751334,-87.601647, 1BR  /  1Ba 900 ft 2 available may 25 application fee details:  $60 application fee for screening process apartment no laundry on site, 3 hours 25 mins, 1 hour 0 mins, 1 hour 0 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-modern-1-bed-with-laundry-in/7126446247.html, https://www.google.com/maps/search/41.951340,-87.654650, 1BR  /  1Ba available jul 1 cats are OK - purrr apartment laundry in bldg street parking, 1 hour 58 mins, 35 mins, 42 mins,
https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-two-bedrooms-near/7126445156.html, https://www.google.com/maps/search/41.872731,-87.780377, 1BR  /  1Ba 700 ft 2 available may 18 application fee details:  $50 for credit check and processing cats are OK - purrr dogs are OK - wooof apartment laundry in bldg no smoking off-street parking, 2 hours 24 mins, 46 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nch/apa/d/chicago-2000-month-sq-ft-live-work-loft/7126445015.html, https://www.google.com/maps/search/41.890042,-87.681885, 1BR  /  1Ba 2400 ft 2 available jun 1 cats are OK - purrr dogs are OK - wooof loft laundry in bldg off-street parking, 59 mins, 21 mins, 30 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-updated-huge-4bed-1bath-1200/7126444971.html, https://www.google.com/maps/search/41.775000,-87.642100, 4BR  /  1Ba available may 25 application fee details:  $60 for screening process cats are OK - purrr dogs are OK - wooof apartment, 2 hours 19 mins, 40 mins, 46 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-2nd-floor-one-bed-eat-in/7126444507.html, https://www.google.com/maps/search/41.945632,-87.646454, 1BR  /  1Ba available jun 1 cats are OK - purrr apartment laundry in bldg, 1 hour 53 mins, 33 mins, 42 mins,
https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-one-bedroom-near-blue/7126442980.html, https://www.google.com/maps/search/41.875904,-87.774625, 1BR  /  1Ba 800 ft 2 available may 18 application fee details:  $50 for credit check and processing cats are OK - purrr dogs are OK - wooof apartment laundry in bldg no smoking, 2 hours 19 mins, 46 mins, 35 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-2-bed-central-air-lincoln-park/7126442579.html, https://www.google.com/maps/search/41.929032,-87.653854, 2BR  /  1Ba available may 19 cats are OK - purrr apartment laundry in bldg, 1 hour 28 mins, 26 mins, 37 mins,
https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-studio-near-green-line/7126440873.html, https://www.google.com/maps/search/41.883150,-87.794280, 0BR  /  1Ba 400 ft 2 available may 18 application fee details:  $50 for credit check and processing cats are OK - purrr dogs are OK - wooof apartment laundry on site no smoking, 2 hours 46 mins, 54 mins, 46 mins,
https://chicago.craigslist.org/nwi/apa/d/hammond-great-location-renovated-2-bd/7126440205.html, https://www.google.com/maps/search/41.628018,-87.486362, 2BR  /  1Ba 1000 ft 2 available may 31 open house dates 
                         saturday 2020-05-23 
                     
                         sunday 2020-05-24 
                     apartment, 7 hours 15 mins, 2 hours 7 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nch/apa/d/glencoe-free-months-rent-special/7126439896.html, https://www.google.com/maps/search/42.163959,-87.772527, 2BR  /  1Ba 895 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry in bldg off-street parking, 7 hours 27 mins, 2 hours 13 mins, 1 hour 31 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-old-town-gold-coast-2bd-2ba/7126437632.html, https://www.google.com/maps/search/41.903300,-87.633600, 2BR  /  2Ba 1800 ft 2 available aug 1 dogs are OK - wooof condo w/d in unit street parking, 1 hour 3 mins, 21 mins, 28 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-bedroom-in-rogers-park-heat/7126435777.html, https://www.google.com/maps/search/42.013982,-87.672180, 1BR  /  1Ba available jun 1 application fee details:  $45 cats are OK - purrr dogs are OK - wooof apartment laundry on site no smoking street parking, 3 hours 31 mins, 1 hour 8 mins, 57 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-luxury-in-logan-square-1-bed-1/7126433184.html, https://www.google.com/maps/search/41.920900,-87.704300, 1BR  /  1Ba 618 ft 2 cats are OK - purrr dogs are OK - wooof apartment w/d in unit attached garage, 1 hour 48 mins, 34 mins, 32 mins,
https://chicago.craigslist.org/nch/apa/d/glencoe-free-rent-special-great-schools/7126432071.html, https://www.google.com/maps/search/42.163959,-87.772527, 2BR  /  1Ba 881 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry in bldg off-street parking, 7 hours 27 mins, 2 hours 13 mins, 1 hour 31 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-updated-old-town-2bed/7126429591.html, https://www.google.com/maps/search/41.912932,-87.636853, 2BR  /  1Ba 998 ft 2 available jun 24 application fee details:  $50 application fee per person cats are OK - purrr dogs are OK - wooof apartment w/d in unit attached garage, 1 hour 14 mins, 26 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-1ba-in-historic-wicker-park/7126424279.html, https://www.google.com/maps/search/41.904840,-87.678065, 1BR  /  1Ba available jun 1 application fee details:  $45 fee per occupant to provide a background and credit check. apartment laundry in bldg no smoking street parking, 1 hour 12 mins, 23 mins, 27 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-cozy-1br-1bath-for-sublease/7126422379.html, https://www.google.com/maps/search/41.943532,-87.659255, 1BR  /  1Ba available jun 1 cats are OK - purrr apartment laundry in bldg street parking, 1 hour 50 mins, 36 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nwc/apa/d/prospect-heights-see-out-the-one-bed/7126419307.html, https://www.google.com/maps/search/42.107017,-87.897205, 850 ft 2 available jun 15 apartment no smoking, 7 hours 38 mins, 2 hours 17 mins, 1 hour 50 mins,
https://chicago.craigslist.org/nch/apa/d/prospect-heights-see-one-bed-room-condo/7126416340.html, https://www.google.com/maps/search/42.107017,-87.897205, 850 ft 2 available jun 15 apartment, 7 hours 38 mins, 2 hours 17 mins, 1 hour 50 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-1-bedroom-avail-now/7126415629.html, https://www.google.com/maps/search/41.869233,-87.624151, 1BR  /  1Ba available may 19 apartment laundry in bldg, 36 mins, 12 mins, 20 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-tours-available-1-month-free-on/7126414631.html, https://www.google.com/maps/search/41.842600,-87.630600, 1BR  /  1Ba 686 ft 2 available may 23 cats are OK - purrr dogs are OK - wooof apartment w/d in unit no smoking attached garage wheelchair accessible, 1 hour 0 mins, 20 mins, 34 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-2-bedroom-1-bath/7126411041.html, https://www.google.com/maps/search/41.871041,-87.684942, 2BR  /  1Ba 900 ft 2 available jun 1 application fee details:  $30 cats are OK - purrr apartment laundry in bldg no smoking off-street parking, 40 mins, 14 mins, 19 mins,
https://chicago.craigslist.org/chc/apa/d/bridgeportmonth-to-monthgarden-unitwalk/7126408988.html, https://www.google.com/maps/search/41.813733,-87.633650, 1BR  /  1Ba 900 ft 2 cats are OK - purrr apartment w/d in unit no smoking street parking, 1 hour 36 mins, 27 mins, 41 mins,
https://chicago.craigslist.org/nwi/apa/d/crown-point-2-bedroom/7126405955.html, https://www.google.com/maps/search/41.417696,-87.373538, 2BR  /  1Ba 820 ft 2 available may 19 apartment laundry on site no smoking off-street parking, 12 hours 56 mins, 3 hours 40 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-convertible-in-unit/7126404732.html, https://www.google.com/maps/search/41.990900,-87.662900, 0BR  /  1Ba cats are OK - purrr dogs are OK - wooof apartment w/d in unit street parking, 2 hours 58 mins, 57 mins, 54 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-deal-in-the-south-loop-1-bed/7126404525.html, https://www.google.com/maps/search/41.871300,-87.627700, 1BR  /  1Ba 577 ft 2 cats are OK - purrr apartment, 32 mins, 12 mins, 18 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-3-bedroom-1-bath-apartment-for/7126403878.html, https://www.google.com/maps/search/41.870377,-87.662898, 3BR  /  1Ba available jun 1 apartment laundry on site no smoking street parking, 15 mins, 5 mins, 8 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-new-1-bedroom-and-1-bath/7126403482.html, https://www.google.com/maps/search/41.905714,-87.692696, 1BR  /  1Ba 800 ft 2 available aug 15 application fee details:  $75 APPLICATION FEE $500 Move in fee $250 Pet Fee $25 Monthly pet rent cats are OK - purrr dogs are OK - wooof apartment w/d in unit no smoking street parking, 1 hour 29 mins, 29 mins, 42 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-cute-logan-square-studio-top/7126395384.html, https://www.google.com/maps/search/41.928332,-87.712156, 0BR  /  1Ba available may 19 cats are OK - purrr apartment laundry in bldg street parking, 1 hour 59 mins, 38 mins, 32 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-2-bedroom-and-1-bath/7126395188.html, https://www.google.com/maps/search/41.905714,-87.692696, 2BR  /  1Ba 1000 ft 2 available aug 15 application fee details:  $75 APPLICATION FEE $500 Move in fee $250 Pet Fee $25 Monthly pet rent cats are OK - purrr dogs are OK - wooof apartment w/d in unit no smoking street parking, 1 hour 29 mins, 29 mins, 42 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-great-rehabbed-high/7126393306.html, https://www.google.com/maps/search/41.937001,-87.666990, 2BR  /  1Ba 1100 ft 2 available jul 1 cats are OK - purrr apartment laundry in bldg no smoking detached garage, 1 hour 45 mins, 35 mins, 37 mins,
https://chicago.craigslist.org/sox/apa/d/chicago-1-bedroom-furnished-apt/7126389762.html, https://www.google.com/maps/search/41.837110,-87.635046, 1BR  /  1Ba 600 ft 2 furnished apartment laundry on site no smoking street parking, 1 hour 2 mins, 17 mins, 34 mins,
https://chicago.craigslist.org/nwc/apa/d/arlington-heights-pets-are-family-at/7126389082.html, https://www.google.com/maps/search/42.047076,-87.974769, 2BR  /  1Ba 848 ft 2 cats are OK - purrr apartment laundry in bldg street parking, 7 hours 41 mins, 2 hours 19 mins, 1 hour 36 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-spacious-3br-in-logan-hardwood/7126388912.html, https://www.google.com/maps/search/41.923454,-87.710564, 3BR  /  1Ba available may 19 cats are OK - purrr dogs are OK - wooof apartment laundry on site street parking, 1 hour 57 mins, 37 mins, 38 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-virtual-tour-rogers-park-2br/7126383509.html, https://www.google.com/maps/search/42.006081,-87.663946, 2BR  /  1Ba available may 18 application fee details:  $50 app fee, $1300 security deposit. cats are OK - purrr apartment laundry in bldg street parking, 3 hours 21 mins, 1 hour 4 mins, 59 mins,
https://chicago.craigslist.org/chc/apa/d/1bedroom-in-2020-farwell-building/7126382599.html, https://www.google.com/maps/search/42.006331,-87.680957, 1BR  /  1Ba available may 18 cats are OK - purrr apartment laundry on site, 3 hours 24 mins, 1 hour 5 mins, 57 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-great-3br-humboldt-park/7126380967.html, https://www.google.com/maps/search/41.909285,-87.707120, 3BR  /  1Ba available may 19 cats are OK - purrr dogs are OK - wooof apartment laundry on site street parking, 1 hour 44 mins, 34 mins, 47 mins,
https://chicago.craigslist.org/nwc/apa/d/round-lake-3-bedroom-25-bathroom/7126380081.html, https://www.google.com/maps/search/42.366800,-88.088800, 3BR  /  2.5Ba 1617 ft 2 townhouse laundry on site attached garage, 15 hours 18 mins, 4 hours 32 mins, 1 hour 56 mins,
https://chicago.craigslist.org/nch/apa/d/419-linden-1-bedroom-in-wilmette/7126379996.html, https://www.google.com/maps/search/42.073729,-87.692159, 1BR  /  1Ba available may 18 cats are OK - purrr apartment laundry on site, 5 hours 5 mins, 1 hour 36 mins, 1 hour 12 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-west-town-1br-1ba-office-with/7126379117.html, https://www.google.com/maps/search/41.892332,-87.670827, 1BR  /  1Ba available jul 1 application fee details:  25.00 credit check fee cats are OK - purrr dogs are OK - wooof apartment laundry in bldg off-street parking, 51 mins, 18 mins, 26 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-spacious-1-bedroom-apartment/7126377484.html, https://www.google.com/maps/search/41.943131,-87.751758, 1BR  /  1Ba available jun 1 application fee details:  39.75 per applicant cats are OK - purrr dogs are OK - wooof apartment laundry in bldg no smoking street parking, 2 hours 50 mins, 58 mins, 1 hour 1 min,
https://chicago.craigslist.org/chc/apa/d/3bed-1bath-across-from-oz-park/7126377358.html, https://www.google.com/maps/search/41.921832,-87.648854, 3BR  /  1.5Ba application fee details:  50.00 (Credit/background/Processing) cats are OK - purrr apartment, 1 hour 15 mins, 23 mins, 29 mins,
https://chicago.craigslist.org/nwc/apa/d/itasca-studio-apartment-available/7126376831.html, https://www.google.com/maps/search/41.983040,-88.031480, 1BR  /  1Ba cats are OK - purrr dogs are OK - wooof furnished apartment laundry in bldg no smoking off-street parking wheelchair accessible, 7 hours 45 mins, 2 hours 38 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/nwc/apa/d/schaumburg-admin-fees-application-fees/7126376651.html, https://www.google.com/maps/search/42.060727,-88.035071, 3BR  /  2Ba 1300 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry on site off-street parking, 8 hours 49 mins, 2 hours 42 mins, 2 hours 19 mins,
https://chicago.craigslist.org/nwc/apa/d/des-plaines-washer-dryer-granite/7126376554.html, https://www.google.com/maps/search/42.042185,-87.884282, 2BR  /  2Ba 1620 ft 2 available jun 12 cats are OK - purrr dogs are OK - wooof apartment w/d in unit detached garage, 6 hours 0 mins, 1 hour 55 mins, 1 hour 26 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-huge-2br-2ba-stand-alone-coach/7126375246.html, https://www.google.com/maps/search/41.905232,-87.665154, 2BR  /  2Ba available jun 1 cats are OK - purrr dogs are OK - wooof apartment street parking, 1 hour 0 mins, 19 mins, 22 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-art-deco-building-in-loop-1bed/7126374465.html, https://www.google.com/maps/search/41.885800,-87.618100, 1BR  /  1Ba cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 55 mins, 22 mins, 29 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-available-now-spacious-3/7126373583.html, https://www.google.com/maps/search/41.919832,-87.658454, 3BR  /  2Ba 1200 ft 2 available may 18 application fee details:  39.75 per applicant cats are OK - purrr dogs are OK - wooof furnished apartment w/d in unit no smoking off-street parking, 1 hour 17 mins, 26 mins, 38 mins,
https://chicago.craigslist.org/sox/apa/d/plainfield-2-bedroom-unit-in-plainfield/7126370900.html, https://www.google.com/maps/search/41.608961,-88.203628, 2BR  /  1Ba 1200 ft 2 available jul 1 apartment w/d hookups no smoking detached garage, 12 hours 41 mins, 3 hours 24 mins, 2 hours 1 min,
https://chicago.craigslist.org/chc/apa/d/chicago-4-bedroom-1-bath-apartment/7126369850.html, https://www.google.com/maps/search/41.870377,-87.662898, 4BR  /  0Ba available jun 1 apartment laundry in bldg no smoking street parking, 15 mins, 5 mins, 8 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-price-reduced-bucktown-near/7126367789.html, https://www.google.com/maps/search/41.920776,-87.681424, 1BR  /  1Ba 900 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry in bldg street parking, 1 hour 30 mins, 29 mins, 34 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-new-2-bedroom-and-1-bath/7126364068.html, https://www.google.com/maps/search/41.905714,-87.692696, 2BR  /  1Ba 1000 ft 2 available aug 15 application fee details:  $75 APPLICATION FEE $500 Move in fee $250 Pet Fee $25 Monthly pet rent cats are OK - purrr dogs are OK - wooof apartment w/d in unit no smoking street parking, 1 hour 29 mins, 29 mins, 38 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-cute-logan-studio-open-layout/7126363755.html, https://www.google.com/maps/search/41.920900,-87.704300, 0BR  /  1Ba available may 19 cats are OK - purrr apartment laundry on site street parking, 1 hour 48 mins, 34 mins, 31 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-excellent-loop-2bed-in-unit-d/7126361542.html, https://www.google.com/maps/search/41.885800,-87.618100, 2BR  /  2Ba cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 55 mins, 22 mins, 29 mins,
https://chicago.craigslist.org/chc/apa/d/bensenville-ask-us-about-our-500-look/7126361117.html, https://www.google.com/maps/search/41.941164,-87.938368, 2BR  /  1Ba 872 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry in bldg no smoking off-street parking, 5 hours 54 mins, 1 hour 43 mins, 1 hour 40 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-great-studio-separate-kitchen/7126360526.html, https://www.google.com/maps/search/41.930132,-87.711539, 0BR  /  1Ba available may 19 cats are OK - purrr dogs are OK - wooof apartment laundry on site street parking, 2 hours 0 mins, 38 mins, 31 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-nice-large-sunny-3-bedroom-1/7126360226.html, https://www.google.com/maps/search/41.904942,-87.689661, 3BR  /  1Ba available jun 1 application fee details:  $50.00 cats are OK - purrr dogs are OK - wooof apartment w/d in unit carport, 1 hour 25 mins, 28 mins, 36 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-east-village-chicago-and-ashland/7126360006.html, https://www.google.com/maps/search/41.896919,-87.666124, 1BR  /  1Ba available jul 1 application fee details:  $25 Application Fee for Credit Check and Processing apartment laundry in bldg street parking, 52 mins, 18 mins, 24 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-east-lincoln-park-furnished-3bd/7126359324.html, https://www.google.com/maps/search/41.922900,-87.648300, 3BR  /  2.5Ba application fee details:  $65 credit check fee dogs are OK - wooof furnished townhouse w/d in unit no smoking off-street parking, 1 hour 17 mins, 24 mins, 30 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-house-for-rent-sec8-welcome-900/7126356575.html, https://www.google.com/maps/search/41.773582,-87.672642, 4BR  /  2Ba 1500 ft 2 available may 18 cats are OK - purrr dogs are OK - wooof house laundry on site off-street parking, 2 hours 31 mins, 46 mins, 1 hour 3 mins,
https://chicago.craigslist.org/nwc/apa/d/arlington-heights-wonderful-amenities/7126356240.html, https://www.google.com/maps/search/42.047076,-87.974769, 2BR  /  1Ba 864 ft 2 cats are OK - purrr dogs are OK - wooof apartment laundry on site street parking, 7 hours 41 mins, 2 hours 19 mins, 1 hour 36 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-ravenswood-heated-1br-available/7126353846.html, https://www.google.com/maps/search/41.972531,-87.679456, 1BR  /  1Ba available jul 1 application fee details:  79 per person application fee, $350 per person administrative fee cats are OK - purrr apartment laundry in bldg street parking, 2 hours 36 mins, 48 mins, 55 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-old-town-1bd-1bth/7126353229.html, https://www.google.com/maps/search/41.911132,-87.635853, 1BR  /  1Ba 950 ft 2 available jun 1 apartment w/d in unit street parking, 1 hour 12 mins, 25 mins, Error Pulling Maps Info!,
https://chicago.craigslist.org/chc/apa/d/chicago-spacious-2-bed-1-bath-in/7126351511.html, https://www.google.com/maps/search/41.935232,-87.663855, 2BR  /  1Ba available jun 1 cats are OK - purrr apartment laundry on site no parking, 1 hour 41 mins, 33 mins, 43 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-upscale-west-loop-2bedroom-d/7126349662.html, https://www.google.com/maps/search/41.881400,-87.643000, 2BR  /  2Ba cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 23 mins, 9 mins, 18 mins,
https://chicago.craigslist.org/wcl/apa/d/naperville-two-bedroom-apartment/7126346150.html, https://www.google.com/maps/search/41.777759,-88.143543, 2BR  /  1Ba available jul 1 apartment laundry in bldg no smoking, 9 hours 23 mins, 3 hours 1 min, 1 hour 8 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-month-of-june-free-great-roscoe/7126344819.html, https://www.google.com/maps/search/41.934582,-87.678305, 3BR  /  2.5Ba 2400 ft 2 available jun 1 application fee details:  $50 APPLICATION FEE FOR CREDIT/BACKGROUND CHECK cats are OK - purrr dogs are OK - wooof apartment w/d in unit detached garage, 1 hour 44 mins, 32 mins, 59 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-3-bed-1-bath-humboldt-park/7126344020.html, https://www.google.com/maps/search/41.904905,-87.687159, 3BR  /  1Ba available jul 1 cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 1 hour 22 mins, 28 mins, 33 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-2-bed-1-bath-8-min/7126341528.html, https://www.google.com/maps/search/41.929132,-87.648954, 2BR  /  1Ba available jun 1 apartment laundry in bldg no smoking no parking, 1 hour 25 mins, 26 mins, 31 mins,
https://chicago.craigslist.org/chc/apa/d/chicago-trendy-fulton-district-2bed-in/7126340046.html, https://www.google.com/maps/search/41.881400,-87.643000, 2BR  /  2Ba cats are OK - purrr dogs are OK - wooof apartment w/d in unit, 23 mins, 9 mins, 18 mins,
https://chicago.craigslist.org/wcl/apa/d/lyons-house-for-rent-in-lyons/7126339060.html, https://www.google.com/maps/search/41.807038,-87.838337, 3BR  /  1Ba available jun 14 house w/d in unit detached garage, 3 hours 48 mins, 1 hour 14 mins, 1 hour 18 mins,
